เลขที่บิล,วันที่,เวลา,สาขา,สินค้า,หมวดสินค้า,จำนวน,ราคาต่อหน่วย,ยอดขาย,รหัสลูกค้า,สถานะ
B002870,08/07/2569,07:44,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,2,85,170,M1262,สำเร็จ
B002870,08/07/2569,07:44,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1262,สำเร็จ
B002870,08/07/2569,07:44,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M1262,สำเร็จ
B002871,08/07/2569,07:25,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B002871,08/07/2569,07:25,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B002872,08/07/2569,08:00,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,2,60,120,,สำเร็จ
B002873,08/07/2569,08:31,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B002874,08/07/2569,08:07,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M0866,สำเร็จ
B002875,08/07/2569,08:42,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B002876,08/07/2569,08:33,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B002877,08/07/2569,08:43,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B002877,08/07/2569,08:43,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B002877,08/07/2569,08:43,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B002878,08/07/2569,08:28,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M0215,สำเร็จ
B002878,08/07/2569,08:28,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M0215,สำเร็จ
B002878,08/07/2569,08:28,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M0215,สำเร็จ
B002879,08/07/2569,08:51,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B002880,08/07/2569,08:03,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,2,65,130,,สำเร็จ
B002881,08/07/2569,08:03,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M1334,สำเร็จ
B002882,08/07/2569,08:55,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M1162,สำเร็จ
B002883,08/07/2569,08:41,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M0547,สำเร็จ
B002884,08/07/2569,09:19,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
B002885,08/07/2569,09:04,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,M1229,สำเร็จ
B002886,08/07/2569,09:58,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,,สำเร็จ
B002887,08/07/2569,09:29,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B002888,08/07/2569,09:25,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M0268,สำเร็จ
B002889,08/07/2569,09:14,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B002890,08/07/2569,09:11,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0218,สำเร็จ
B002891,08/07/2569,10:43,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0578,สำเร็จ
B002892,08/07/2569,10:46,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,,สำเร็จ
B002893,08/07/2569,10:02,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M0597,สำเร็จ
B002894,08/07/2569,11:25,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,M0177,สำเร็จ
B002895,08/07/2569,11:47,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,2,65,130,,สำเร็จ
B002896,08/07/2569,11:16,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B002896,08/07/2569,11:16,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,,สำเร็จ
B002896,08/07/2569,11:16,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B002897,08/07/2569,11:07,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0459,สำเร็จ
B002898,08/07/2569,11:58,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B002899,08/07/2569,11:05,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M0853,สำเร็จ
B002900,08/07/2569,11:33,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B002901,08/07/2569,11:27,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B002901,08/07/2569,11:27,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B002902,08/07/2569,12:58,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B002903,08/07/2569,12:00,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M0289,สำเร็จ
B002903,08/07/2569,12:00,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M0289,สำเร็จ
B002904,08/07/2569,12:26,สาขาสยาม,เอสเปรสโซ่,กาแฟ,1,50,50,,สำเร็จ
B002905,08/07/2569,12:38,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,2,65,130,M1702,สำเร็จ
B002905,08/07/2569,12:38,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M1702,สำเร็จ
B002906,08/07/2569,12:19,สาขาสยาม,คาปูชิโน่ร้อน,กาแฟ,1,60,60,M1171,สำเร็จ
B002907,08/07/2569,12:00,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,M1086,สำเร็จ
B002907,08/07/2569,12:00,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,M1086,สำเร็จ
B002908,08/07/2569,12:57,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M0721,สำเร็จ
B002909,08/07/2569,12:00,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B002910,08/07/2569,12:45,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,M0262,สำเร็จ
B002910,08/07/2569,12:45,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,1,85,85,M0262,สำเร็จ
B002910,08/07/2569,12:45,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0262,สำเร็จ
B002911,08/07/2569,13:07,สาขาสยาม,ครัวซองต์เนยสด,เบเกอรี่,1,55,55,,สำเร็จ
B002911,08/07/2569,13:07,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B002912,08/07/2569,13:05,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B002913,08/07/2569,13:34,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,,สำเร็จ
B002914,08/07/2569,13:02,สาขาสยาม,มอคค่าเย็น,กาแฟ,1,70,70,,สำเร็จ
B002914,08/07/2569,13:02,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B002915,08/07/2569,13:14,สาขาสยาม,แซนด์วิชแฮมชีส,อาหาร,1,85,85,,สำเร็จ
B002915,08/07/2569,13:14,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,,สำเร็จ
B002916,08/07/2569,13:18,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M0432,สำเร็จ
B002917,08/07/2569,13:29,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1597,สำเร็จ
B002918,08/07/2569,14:39,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M1235,สำเร็จ
B002919,08/07/2569,14:08,สาขาสยาม,ชาเขียวมัทฉะลาเต้,ชาและเครื่องดื่ม,1,75,75,,สำเร็จ
B002920,08/07/2569,14:09,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M0613,สำเร็จ
B002921,08/07/2569,14:15,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,,สำเร็จ
B002921,08/07/2569,14:15,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,,สำเร็จ
B002921,08/07/2569,14:15,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,2,95,190,,สำเร็จ
B002922,08/07/2569,14:12,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B002923,08/07/2569,15:57,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M1411,สำเร็จ
B002924,08/07/2569,15:17,สาขาสยาม,ชีสเค้กบลูเบอร์รี่,เบเกอรี่,1,95,95,M1548,สำเร็จ
B002924,08/07/2569,15:17,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M1548,สำเร็จ
B002925,08/07/2569,15:59,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,1,89,89,M1033,สำเร็จ
B002926,08/07/2569,15:10,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,M0310,สำเร็จ
B002927,08/07/2569,15:58,สาขาสยาม,น้ำผึ้งมะนาวโซดา,ชาและเครื่องดื่ม,1,55,55,,สำเร็จ
B002928,08/07/2569,15:25,สาขาสยาม,บานอฟฟี่,เบเกอรี่,2,90,180,,สำเร็จ
B002928,08/07/2569,15:25,สาขาสยาม,ลาเต้เย็น,กาแฟ,1,65,65,,สำเร็จ
B002929,08/07/2569,15:41,สาขาสยาม,ข้าวกะเพราไก่ไข่ดาว,อาหาร,2,89,178,M1504,สำเร็จ
B002929,08/07/2569,15:41,สาขาสยาม,อเมริกาโน่เย็น,กาแฟ,1,55,55,M1504,สำเร็จ
B002930,08/07/2569,15:37,สาขาสยาม,บานอฟฟี่,เบเกอรี่,2,90,180,,สำเร็จ
B002931,08/07/2569,16:28,สาขาสยาม,บราวนี่ช็อกโกแลต,เบเกอรี่,1,65,65,M1240,สำเร็จ
B002931,08/07/2569,16:28,สาขาสยาม,โกโก้เย็น,ชาและเครื่องดื่ม,1,60,60,M1240,สำเร็จ
B002932,08/07/2569,16:34,สาขาสยาม,บานอฟฟี่,เบเกอรี่,1,90,90,M0390,สำเร็จ
B002932,08/07/2569,16:34,สาขาสยาม,สปาเกตตีคาโบนารา,อาหาร,1,129,129,M0390,สำเร็จ
B002933,08/07/2569,16:29,สาขาสยาม,ชาไทยเย็น,ชาและเครื่องดื่ม,1,50,50,,สำเร็จ
